URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://character-seikaku.memo.wiki/d/%A5%EF%A1%BC%A5%EB%A5%C9%A5%C8%A5%EA%A5%AC%A1%BC,0.12,13,62,0,0,1,0,0,0,0,62,0,0,0,-163,,ワールド トリガー mbti,Informational,0
https://character-seikaku.memo.wiki/d/INTP-ISFP,0.12,2,62,0,0,2,0,0,0,0,62,0,0,0,0,,intp isfp,Informational,0
https://character-seikaku.memo.wiki/d/ISTJ-INFP,0.12,3,58,0,0,3,0,0,0,0,58,0,0,0,15,,istj infp,Informational,0
https://character-seikaku.memo.wiki/d/INTJ-ENTP,0.11,5,57,0,0,3,0,0,0,0,52,0,0,0,-20,,entp intj,Informational,0
https://character-seikaku.memo.wiki/d/INFP-ENFJ,0.11,7,56,0,0,2,0,0,0,0,53,0,0,0,2,,enfj infp,Informational,0
https://character-seikaku.memo.wiki/d/ISTP-INTP,0.11,12,55,0,0,5,0,0,0,0,55,0,0,0,-6,,istp intp 違い,Informational,0
https://character-seikaku.memo.wiki/d/ESTP-ISTP,0.11,8,55,0,0,3,0,0,0,0,53,0,0,0,7,,estp istp,Informational,0
https://character-seikaku.memo.wiki/d/ESTP,0.11,9,55,0,0,0,0,0,0,0,0,0,0,0,-27,,,,0
https://character-seikaku.memo.wiki/d/ENFP-ENTP,0.11,6,55,0,0,4,0,0,0,0,54,0,0,0,-3,,enfp entp,Informational,0
https://character-seikaku.memo.wiki/d/ISFP-ISTP,0.11,4,53,0,0,3,0,0,0,0,53,0,0,0,0,,istp isfp,Informational,0
https://character-seikaku.memo.wiki/d/%A5%A8%A5%C8%A5%E9%A4%C1%A4%E3%A4%F3%A4%CF%B8%AB%A4%BF%21,0.1,2,52,0,0,2,0,0,0,0,52,0,0,0,2,,エトラちゃんは見た wiki,Informational,0
https://character-seikaku.memo.wiki/d/ISFP-INTJ,0.1,1,52,0,0,1,0,0,0,0,52,0,0,0,0,,intj isfp,Informational,0
https://character-seikaku.memo.wiki/d/INFP-ESTJ,0.1,2,52,0,0,2,0,0,0,0,52,0,0,0,28,,estj infp,Informational,0
https://character-seikaku.memo.wiki/d/ESTP-INTP,0.1,2,52,0,0,2,0,0,0,0,52,0,0,0,-10,,estp intp,Informational,0
https://character-seikaku.memo.wiki/d/%A5%B5%A5%DE%A1%BC%A5%A6%A5%A9%A1%BC%A5%BA,0.1,3,51,0,0,1,0,0,0,0,51,0,0,0,0,,サマー ウォーズ mbti,Informational,0
https://character-seikaku.memo.wiki/d/THE%20IDOLM%40STER,0.1,2,51,0,1,1,0,0,0,0,51,0,0,0,0,,アイマス mbti,"Commercial, Informational",0
https://character-seikaku.memo.wiki/d/ISTP%A1%BEENFJ,0.1,5,51,0,0,2,0,0,0,0,51,0,0,0,0,,istp enfj,Informational,0
https://character-seikaku.memo.wiki/d/%C9%B9%B2%DB,0.1,3,51,0,0,1,0,0,0,0,51,0,0,0,0,,氷菓 mbti,Informational,0
https://character-seikaku.memo.wiki/d/ESFP-ENTP,0.1,2,50,0,0,2,0,0,0,0,50,0,0,0,0,,esfp entp,Informational,0
https://character-seikaku.memo.wiki/d/INFP-ENTP,0.1,4,49,0,0,3,0,0,0,0,49,0,0,0,0,,entp infp,Informational,0
https://character-seikaku.memo.wiki/d/6w5,0.1,3,48,0,0,3,0,0,0,0,48,0,0,0,0,,6w5,Informational,0
https://character-seikaku.memo.wiki/d/ISTP-INTJ,0.09,12,47,0,0,4,0,0,0,0,47,0,0,0,0,,istp intj,Informational,0
https://character-seikaku.memo.wiki/d/INTJ-INFP,0.09,3,46,0,0,3,0,0,0,0,46,0,0,0,-14,,intj infp,Informational,0
https://character-seikaku.memo.wiki/d/%B5%A1%C6%B0%C0%EF%BB%CEZ%A5%AC%A5%F3%A5%C0%A5%E0,0.09,6,45,0,0,2,0,0,0,0,45,0,0,0,0,,ガンダム mbti,Informational,0
https://character-seikaku.memo.wiki/d/ENTP-ENTJ,0.08,5,43,0,0,3,0,0,0,0,43,0,0,0,-1,,entj entp,Informational,0
https://character-seikaku.memo.wiki/d/ESTJ-ENTP,0.08,2,43,0,0,2,0,0,0,0,43,0,0,0,4,,estj entp,Informational,0
https://character-seikaku.memo.wiki/d/%A5%A2%A5%D9%A5%F3%A5%B8%A5%E3%A1%BC%A5%BA,0.08,3,42,0,0,1,0,0,0,0,42,0,0,0,0,,マーベル mbti,Informational,0
https://character-seikaku.memo.wiki/d/%A4%B3%A4%C1%A4%E9%B3%EB%BE%FE%B6%E8%B5%B5%CD%AD%B8%F8%B1%E0%C1%B0%C7%C9%BD%D0%BD%EA,0.08,3,42,0,0,1,0,0,0,0,42,0,0,0,0,,こち亀 mbti,Informational,0
https://character-seikaku.memo.wiki/d/1w9%A1%CA%CD%FD%C1%DB%BC%E7%B5%C1%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0.08,3,42,0,0,3,0,0,0,0,42,0,0,0,0,,1w9,Informational,0
https://character-seikaku.memo.wiki/d/SPY%A1%DFFAMILY,0.08,1,42,0,0,1,0,0,0,0,42,0,0,0,0,,ロイド mbti,Informational,0
https://character-seikaku.memo.wiki/d/THE%20IDOLM%40STER%20SideM,0.08,5,39,0,0,1,0,0,0,0,39,0,0,0,0,,sidem スレ,Informational,0
https://character-seikaku.memo.wiki/d/ISTP-ISFJ,0.07,2,38,0,0,2,0,0,0,0,38,0,0,0,0,,istp isfj,Informational,0
https://character-seikaku.memo.wiki/d/%BF%B4%CD%FD%B5%A1%C7%BD%A4%CE%BD%E7%CE%F3%A1%CAMBTI%A4%C8%BF%B4%CD%FD%B5%A1%C7%BD%A1%CB,0.07,9,38,0,0,1,0,0,0,0,8,0,0,0,23,,mbti 主 機能,Informational,0
https://character-seikaku.memo.wiki/d/4w5,0.07,3,36,0,0,2,0,0,0,0,36,0,0,0,-8,,4w5,Informational,0
https://character-seikaku.memo.wiki/d/ISTJ-INTP,0.07,3,36,0,0,3,0,0,0,0,36,0,0,0,11,,istj intp,Informational,0
https://character-seikaku.memo.wiki/d/ESTP-INFJ,0.07,1,35,0,0,1,0,0,0,0,35,0,0,0,-17,,estp infj,Informational,0
https://character-seikaku.memo.wiki/d/ISTJ-ENTP,0.07,3,34,0,0,2,0,0,0,0,34,0,0,0,-5,,istj entp,Informational,0
